user_id,group,signup_date,signup_day,activated_30d,time_to_activate_days,session_count
C-01335,control,2026-01-09,3,0,,3
C-01336,control,2026-01-18,12,0,,3
C-01337,control,2026-01-29,23,0,,3
C-01338,control,2026-01-25,19,0,,3
C-01339,control,2026-01-29,23,1,1.0,12
C-01340,control,2026-01-20,14,0,,3
C-01341,control,2026-01-13,7,0,,4
C-01342,control,2026-01-10,4,0,,2
C-01343,control,2026-01-20,14,0,,3
C-01344,control,2026-01-09,3,0,,2
C-01345,control,2026-01-17,11,0,,2
C-01346,control,2026-01-18,12,0,,5
C-01347,control,2026-01-07,1,1,4.0,14
C-01348,control,2026-02-01,26,0,,1
C-01349,control,2026-01-24,18,1,6.0,15
C-01350,control,2026-01-24,18,0,,3
C-01351,control,2026-01-09,3,1,3.0,11
C-01352,control,2026-01-09,3,0,,2
C-01353,control,2026-01-31,25,1,4.0,13
C-01354,control,2026-01-16,10,0,,3
C-01355,control,2026-02-01,26,0,,3
C-01356,control,2026-01-10,4,0,,4
C-01357,control,2026-01-25,19,1,1.0,11
C-01358,control,2026-01-16,10,0,,3
C-01359,control,2026-01-15,9,0,,2
C-01360,control,2026-01-13,7,0,,4
C-01361,control,2026-01-11,5,0,,2
C-01362,control,2026-01-11,5,0,,2
C-01363,control,2026-01-13,7,0,,2
C-01364,control,2026-01-28,22,1,8.0,6
C-01365,control,2026-01-20,14,1,2.0,11
C-01366,control,2026-01-31,25,1,16.0,14
C-01367,control,2026-01-19,13,0,,3
C-01368,control,2026-01-16,10,1,6.0,11
C-01369,control,2026-01-17,11,1,1.0,15
C-01370,control,2026-01-31,25,0,,2
C-01371,control,2026-01-18,12,0,,2
C-01372,control,2026-01-13,7,0,,2
C-01373,control,2026-01-23,17,1,2.0,6
C-01374,control,2026-01-30,24,0,,4
C-01375,control,2026-01-06,0,0,,4
C-01376,control,2026-01-20,14,0,,3
C-01377,control,2026-01-13,7,1,22.0,10
C-01378,control,2026-02-02,27,1,1.0,14
C-01379,control,2026-01-16,10,1,8.0,15
C-01380,control,2026-01-17,11,0,,2
C-01381,control,2026-01-17,11,0,,1
C-01382,control,2026-01-09,3,0,,2
C-01383,control,2026-01-21,15,0,,4
C-01384,control,2026-01-09,3,0,,5
C-01385,control,2026-01-10,4,0,,4
C-01386,control,2026-01-29,23,0,,2
C-01387,control,2026-01-10,4,0,,4
C-01388,control,2026-01-13,7,1,1.0,9
C-01389,control,2026-01-15,9,0,,5
C-01390,control,2026-01-22,16,1,9.0,11
C-01391,control,2026-02-02,27,0,,4
C-01392,control,2026-01-31,25,0,,1
C-01393,control,2026-01-14,8,0,,3
C-01394,control,2026-01-27,21,0,,2
C-01395,control,2026-01-24,18,0,,2
C-01396,control,2026-01-19,13,0,,2
C-01397,control,2026-01-13,7,0,,1
C-01398,control,2026-01-14,8,0,,4
C-01399,control,2026-01-27,21,0,,2
C-01400,control,2026-01-16,10,1,6.0,12
C-01401,control,2026-01-28,22,1,6.0,12
C-01402,control,2026-01-06,0,1,9.0,7
C-01403,control,2026-01-19,13,0,,3
C-01404,control,2026-01-10,4,1,5.0,13
C-01405,control,2026-01-26,20,1,1.0,12
C-01406,control,2026-01-31,25,0,,5
C-01407,control,2026-01-19,13,1,1.0,13
C-01408,control,2026-01-09,3,0,,3
C-01409,control,2026-01-27,21,1,8.0,12
C-01410,control,2026-01-28,22,1,4.0,13
C-01411,control,2026-01-30,24,0,,3
C-01412,control,2026-01-06,0,0,,4
C-01413,control,2026-01-27,21,1,2.0,12
C-01414,control,2026-01-28,22,0,,4
C-01415,control,2026-01-24,18,0,,6
C-01416,control,2026-01-13,7,1,1.0,11
C-01417,control,2026-01-20,14,0,,1
C-01418,control,2026-01-26,20,0,,3
C-01419,control,2026-01-20,14,0,,3
C-01420,control,2026-01-14,8,0,,5
C-01421,control,2026-01-26,20,0,,2
C-01422,control,2026-01-14,8,0,,1
C-01423,control,2026-01-15,9,0,,3
C-01424,control,2026-01-25,19,0,,2
C-01425,control,2026-01-30,24,1,4.0,12
C-01426,control,2026-01-26,20,0,,4
C-01427,control,2026-01-31,25,0,,5
C-01428,control,2026-01-14,8,1,16.0,16
C-01429,control,2026-01-08,2,0,,2
C-01430,control,2026-01-25,19,0,,3
C-01431,control,2026-01-30,24,0,,5
C-01432,control,2026-01-31,25,1,4.0,17
C-01433,control,2026-01-16,10,0,,2
C-01434,control,2026-01-11,5,0,,3
C-01435,control,2026-01-07,1,1,1.0,13
C-01436,control,2026-01-12,6,0,,5
C-01437,control,2026-01-23,17,0,,3
C-01438,control,2026-02-01,26,0,,2
C-01439,control,2026-01-07,1,0,,3
C-01440,control,2026-02-01,26,1,1.0,10
C-01441,control,2026-01-22,16,0,,2
C-01442,control,2026-01-16,10,0,,3
C-01443,control,2026-02-01,26,0,,3
C-01444,control,2026-01-17,11,0,,3
C-01445,control,2026-02-01,26,0,,3
C-01446,control,2026-01-24,18,0,,5
C-01447,control,2026-01-27,21,0,,5
C-01448,control,2026-01-29,23,0,,2
C-01449,control,2026-01-30,24,0,,3
C-01450,control,2026-01-12,6,0,,4
C-01451,control,2026-01-25,19,0,,3
C-01452,control,2026-01-11,5,0,,6
C-01453,control,2026-01-26,20,0,,2
C-01454,control,2026-01-29,23,1,1.0,11
C-01455,control,2026-01-06,0,0,,3
C-01456,control,2026-01-22,16,1,1.0,11
C-01457,control,2026-01-16,10,0,,3
C-01458,control,2026-01-27,21,0,,1
C-01459,control,2026-01-31,25,0,,2
C-01460,control,2026-02-02,27,0,,2
C-01461,control,2026-01-23,17,0,,1
C-01462,control,2026-01-26,20,1,30.0,10
C-01463,control,2026-01-22,16,0,,1
C-01464,control,2026-01-12,6,1,13.0,11
C-01465,control,2026-01-22,16,0,,2
C-01466,control,2026-01-25,19,1,1.0,15
C-01467,control,2026-01-14,8,0,,3
C-01468,control,2026-01-22,16,1,18.0,12
C-01469,control,2026-01-25,19,0,,1
C-01470,control,2026-01-27,21,0,,2
C-01471,control,2026-01-27,21,0,,4
C-01472,control,2026-02-02,27,1,2.0,9
C-01473,control,2026-01-13,7,0,,4
C-01474,control,2026-01-22,16,1,30.0,11
C-01475,control,2026-01-12,6,0,,1
C-01476,control,2026-01-06,0,1,3.0,13
C-01477,control,2026-01-18,12,1,27.0,11
C-01478,control,2026-01-28,22,1,7.0,12
C-01479,control,2026-01-24,18,0,,2
C-01480,control,2026-02-01,26,0,,1
C-01481,control,2026-01-29,23,1,1.0,9
C-01482,control,2026-01-24,18,0,,2
C-01483,control,2026-01-22,16,0,,1
C-01484,control,2026-01-18,12,0,,3
C-01485,control,2026-01-21,15,1,1.0,17
C-01486,control,2026-01-13,7,0,,2
C-01487,control,2026-01-24,18,0,,1
C-01488,control,2026-01-23,17,1,1.0,11
C-01489,control,2026-01-06,0,0,,6
C-01490,control,2026-01-19,13,1,1.0,11
C-01491,control,2026-01-24,18,0,,1
C-01492,control,2026-01-20,14,0,,2
C-01493,control,2026-01-23,17,0,,6
C-01494,control,2026-01-07,1,0,,4
C-01495,control,2026-01-27,21,1,1.0,10
C-01496,control,2026-02-02,27,0,,5
C-01497,control,2026-01-22,16,0,,1
C-01498,control,2026-01-23,17,0,,2
C-01499,control,2026-01-11,5,0,,2
C-01500,control,2026-01-24,18,0,,2
C-01501,control,2026-01-09,3,0,,3
C-01502,control,2026-01-06,0,0,,2
C-01503,control,2026-01-13,7,1,5.0,10
C-01504,control,2026-01-28,22,0,,1
C-01505,control,2026-01-12,6,0,,3
C-01506,control,2026-01-08,2,0,,4
C-01507,control,2026-01-15,9,1,3.0,12
C-01508,control,2026-01-15,9,0,,4
C-01509,control,2026-01-24,18,0,,3
C-01510,control,2026-01-19,13,0,,3
C-01511,control,2026-01-07,1,1,2.0,8
C-01512,control,2026-02-02,27,0,,3
C-01513,control,2026-01-06,0,1,1.0,10
C-01514,control,2026-01-28,22,0,,2
C-01515,control,2026-01-28,22,0,,5
C-01516,control,2026-02-02,27,1,2.0,17
C-01517,control,2026-01-23,17,0,,4
C-01518,control,2026-01-12,6,1,16.0,12
C-01519,control,2026-01-13,7,1,8.0,11
C-01520,control,2026-01-06,0,1,11.0,7
C-01521,control,2026-01-30,24,0,,2
C-01522,control,2026-01-28,22,1,1.0,12
C-01523,control,2026-01-08,2,0,,3
C-01524,control,2026-01-29,23,1,1.0,15
C-01525,control,2026-01-28,22,0,,4
C-01526,control,2026-02-01,26,1,11.0,15
C-01527,control,2026-01-13,7,0,,3
C-01528,control,2026-01-27,21,0,,2
C-01529,control,2026-01-30,24,0,,3
C-01530,control,2026-01-20,14,1,6.0,11
C-01531,control,2026-01-10,4,0,,3
C-01532,control,2026-01-08,2,0,,2
C-01533,control,2026-01-24,18,1,10.0,8
C-01534,control,2026-01-06,0,0,,2
C-01535,control,2026-02-02,27,0,,3
C-01536,control,2026-01-20,14,0,,4
C-01537,control,2026-01-13,7,0,,3
C-01538,control,2026-01-07,1,0,,1
C-01539,control,2026-01-08,2,0,,2
C-01540,control,2026-01-29,23,0,,4
C-01541,control,2026-01-19,13,0,,5
C-01542,control,2026-01-29,23,1,14.0,10
C-01543,control,2026-01-19,13,0,,6
C-01544,control,2026-01-16,10,0,,2
C-01545,control,2026-01-21,15,1,11.0,10
C-01546,control,2026-01-09,3,0,,6
C-01547,control,2026-01-25,19,0,,2
C-01548,control,2026-01-10,4,1,1.0,10
C-01549,control,2026-01-27,21,1,23.0,10
C-01550,control,2026-01-26,20,1,17.0,17
C-01551,control,2026-01-19,13,1,10.0,12
C-01552,control,2026-01-28,22,1,1.0,14
C-01553,control,2026-01-21,15,0,,3
C-01554,control,2026-01-23,17,1,1.0,7
C-01555,control,2026-01-12,6,0,,2
C-01556,control,2026-01-15,9,1,6.0,11
C-01557,control,2026-01-12,6,0,,4
C-01558,control,2026-01-06,0,0,,1
C-01559,control,2026-01-28,22,0,,1
C-01560,control,2026-01-26,20,1,1.0,10
C-01561,control,2026-01-24,18,0,,2
C-01562,control,2026-01-21,15,1,2.0,10
C-01563,control,2026-01-24,18,1,10.0,10
C-01564,control,2026-01-09,3,0,,2
C-01565,control,2026-02-02,27,1,3.0,9
C-01566,control,2026-01-23,17,1,3.0,12
C-01567,control,2026-01-07,1,0,,4
C-01568,control,2026-01-06,0,0,,6
C-01569,control,2026-01-20,14,0,,2
C-01570,control,2026-01-10,4,0,,4
C-01571,control,2026-01-25,19,0,,1
C-01572,control,2026-01-16,10,1,13.0,18
C-01573,control,2026-01-15,9,0,,3
C-01574,control,2026-01-07,1,1,1.0,9
C-01575,control,2026-01-08,2,0,,1
C-01576,control,2026-01-28,22,0,,3
C-01577,control,2026-01-28,22,1,3.0,17
C-01578,control,2026-01-17,11,1,3.0,8
C-01579,control,2026-01-25,19,0,,4
C-01580,control,2026-01-10,4,0,,4
C-01581,control,2026-01-10,4,0,,3
C-01582,control,2026-01-11,5,0,,6
C-01583,control,2026-01-14,8,0,,3
C-01584,control,2026-01-07,1,0,,4
C-01585,control,2026-01-26,20,0,,1
C-01586,control,2026-01-17,11,1,5.0,13
C-01587,control,2026-01-08,2,0,,2
C-01588,control,2026-01-25,19,0,,2
C-01589,control,2026-01-31,25,0,,3
C-01590,control,2026-01-27,21,1,17.0,7
C-01591,control,2026-01-17,11,1,16.0,11
C-01592,control,2026-01-29,23,0,,1
C-01593,control,2026-01-22,16,1,5.0,12
C-01594,control,2026-01-15,9,0,,3
C-01595,control,2026-01-29,23,0,,3
C-01596,control,2026-02-01,26,0,,1
C-01597,control,2026-01-19,13,0,,4
C-01598,control,2026-01-28,22,1,10.0,11
C-01599,control,2026-01-22,16,1,1.0,7
C-01600,control,2026-01-23,17,0,,4
C-01601,control,2026-01-24,18,0,,6
C-01602,control,2026-01-22,16,0,,2
C-01603,control,2026-01-19,13,0,,3
C-01604,control,2026-01-14,8,0,,1
C-01605,control,2026-01-13,7,0,,2
C-01606,control,2026-01-07,1,0,,4
C-01607,control,2026-01-18,12,0,,1
C-01608,control,2026-01-30,24,0,,4
C-01609,control,2026-01-12,6,0,,3
C-01610,control,2026-01-14,8,1,1.0,13
C-01611,control,2026-01-27,21,0,,3
C-01612,control,2026-01-27,21,1,2.0,9
C-01613,control,2026-01-16,10,0,,2
C-01614,control,2026-01-19,13,1,1.0,13
C-01615,control,2026-01-09,3,1,7.0,13
C-01616,control,2026-01-31,25,0,,3
C-01617,control,2026-01-31,25,0,,1
C-01618,control,2026-01-18,12,1,2.0,9
C-01619,control,2026-01-07,1,0,,4
C-01620,control,2026-01-28,22,0,,5
C-01621,control,2026-01-10,4,0,,2
C-01622,control,2026-01-16,10,0,,1
C-01623,control,2026-01-11,5,0,,3
C-01624,control,2026-01-23,17,1,11.0,11
C-01625,control,2026-01-26,20,1,8.0,11
C-01626,control,2026-01-15,9,0,,5
C-01627,control,2026-01-09,3,1,12.0,11
C-01628,control,2026-01-14,8,0,,5
C-01629,control,2026-01-11,5,1,1.0,7
C-01630,control,2026-01-07,1,0,,1
C-01631,control,2026-01-22,16,0,,3
C-01632,control,2026-01-10,4,1,5.0,15
C-01633,control,2026-01-30,24,0,,2
C-01634,control,2026-01-11,5,1,1.0,15
C-01635,control,2026-01-31,25,1,1.0,14
C-01636,control,2026-01-17,11,1,6.0,14
C-01637,control,2026-01-28,22,0,,1
C-01638,control,2026-01-26,20,1,2.0,13
C-01639,control,2026-01-15,9,0,,2
C-01640,control,2026-01-27,21,0,,3
C-01641,control,2026-01-26,20,1,17.0,16
C-01642,control,2026-02-01,26,0,,6
C-01643,control,2026-01-30,24,1,4.0,12
C-01644,control,2026-01-11,5,1,1.0,9
C-01645,control,2026-02-01,26,1,9.0,10
C-01646,control,2026-01-13,7,1,5.0,10
C-01647,control,2026-01-07,1,1,1.0,12
C-01648,control,2026-01-17,11,0,,2
C-01649,control,2026-01-18,12,1,3.0,11
C-01650,control,2026-01-30,24,0,,4
C-01651,control,2026-01-26,20,0,,4
C-01652,control,2026-01-12,6,0,,4
C-01653,control,2026-01-15,9,0,,2
C-01654,control,2026-01-18,12,0,,2
C-01655,control,2026-01-22,16,1,6.0,11
C-01656,control,2026-01-31,25,0,,2
C-01657,control,2026-01-26,20,0,,5
C-01658,control,2026-02-02,27,0,,2
C-01659,control,2026-01-31,25,0,,1
C-01660,control,2026-01-19,13,0,,2
C-01661,control,2026-01-07,1,0,,1
C-01662,control,2026-02-02,27,0,,5
C-01663,control,2026-01-27,21,0,,3
C-01664,control,2026-01-16,10,0,,3
C-01665,control,2026-01-06,0,0,,1
C-01666,control,2026-01-24,18,0,,4
C-01667,control,2026-01-26,20,1,4.0,10
C-01668,control,2026-01-09,3,1,27.0,11
C-01669,control,2026-01-24,18,0,,2
C-01670,control,2026-01-31,25,1,1.0,12
C-01671,control,2026-01-26,20,0,,2
C-01672,control,2026-01-16,10,0,,3
C-01673,control,2026-01-13,7,1,1.0,13
C-01674,control,2026-01-16,10,0,,4
C-01675,control,2026-01-09,3,1,30.0,11
C-01676,control,2026-01-22,16,0,,2
C-01677,control,2026-02-01,26,0,,2
C-01678,control,2026-01-12,6,0,,1
C-01679,control,2026-01-13,7,1,9.0,11
C-01680,control,2026-01-08,2,0,,2
C-01681,control,2026-01-27,21,1,7.0,8
C-01682,control,2026-01-07,1,0,,2
C-01683,control,2026-01-28,22,0,,5
C-01684,control,2026-01-20,14,0,,2
C-01685,control,2026-01-29,23,0,,6
C-01686,control,2026-01-27,21,1,4.0,11
C-01687,control,2026-01-27,21,0,,3
C-01688,control,2026-01-10,4,1,1.0,8
C-01689,control,2026-01-29,23,1,9.0,19
C-01690,control,2026-01-06,0,0,,1
C-01691,control,2026-01-31,25,0,,4
C-01692,control,2026-01-09,3,0,,5
C-01693,control,2026-01-20,14,0,,4
C-01694,control,2026-01-25,19,0,,2
C-01695,control,2026-01-24,18,0,,1
C-01696,control,2026-01-08,2,0,,1
C-01697,control,2026-01-25,19,0,,2
C-01698,control,2026-01-16,10,0,,5
C-01699,control,2026-01-22,16,0,,5
C-01700,control,2026-02-01,26,0,,1
C-01701,control,2026-01-18,12,1,15.0,15
C-01702,control,2026-01-16,10,0,,2
C-01703,control,2026-01-07,1,0,,2
C-01704,control,2026-01-14,8,1,5.0,12
C-01705,control,2026-01-31,25,0,,4
C-01706,control,2026-01-07,1,0,,1
C-01707,control,2026-01-26,20,0,,3
C-01708,control,2026-01-14,8,0,,2
C-01709,control,2026-01-14,8,0,,3
C-01710,control,2026-01-13,7,0,,5
C-01711,control,2026-01-22,16,0,,3
C-01712,control,2026-01-06,0,0,,4
C-01713,control,2026-01-30,24,1,3.0,13
C-01714,control,2026-01-16,10,1,1.0,14
C-01715,control,2026-01-13,7,0,,3
C-01716,control,2026-01-15,9,1,1.0,12
C-01717,control,2026-01-30,24,0,,1
C-01718,control,2026-01-12,6,0,,1
C-01719,control,2026-01-08,2,1,30.0,11
C-01720,control,2026-01-08,2,0,,2
C-01721,control,2026-01-23,17,0,,2
C-01722,control,2026-01-10,4,0,,2
C-01723,control,2026-01-17,11,0,,3
C-01724,control,2026-01-17,11,1,1.0,9
C-01725,control,2026-01-24,18,1,21.0,8
C-01726,control,2026-01-11,5,1,6.0,9
C-01727,control,2026-01-07,1,1,1.0,11
C-01728,control,2026-01-17,11,0,,3
C-01729,control,2026-01-24,18,0,,3
C-01730,control,2026-01-10,4,0,,4
C-01731,control,2026-01-17,11,0,,1
C-01732,control,2026-02-01,26,0,,3
C-01733,control,2026-02-01,26,1,4.0,10
C-01734,control,2026-01-22,16,0,,4
C-01735,control,2026-01-22,16,0,,2
C-01736,control,2026-01-15,9,0,,5
C-01737,control,2026-01-30,24,0,,6
C-01738,control,2026-01-28,22,1,8.0,12
C-01739,control,2026-01-22,16,0,,4
C-01740,control,2026-01-20,14,0,,3
C-01741,control,2026-01-17,11,1,1.0,10
C-01742,control,2026-01-21,15,0,,4
C-01743,control,2026-01-29,23,0,,3
C-01744,control,2026-01-24,18,0,,4
C-01745,control,2026-01-13,7,1,1.0,12
C-01746,control,2026-01-26,20,0,,1
C-01747,control,2026-01-22,16,1,3.0,10
C-01748,control,2026-01-28,22,1,3.0,13
C-01749,control,2026-01-10,4,0,,4
C-01750,control,2026-01-27,21,1,3.0,12
C-01751,control,2026-01-21,15,1,1.0,10
C-01752,control,2026-01-11,5,1,1.0,7
C-01753,control,2026-01-13,7,1,21.0,10
C-01754,control,2026-01-30,24,0,,3
C-01755,control,2026-01-23,17,0,,4
C-01756,control,2026-01-30,24,0,,2
C-01757,control,2026-01-17,11,0,,5
C-01758,control,2026-01-20,14,0,,2
C-01759,control,2026-02-01,26,1,4.0,9
C-01760,control,2026-01-31,25,1,3.0,8
C-01761,control,2026-01-14,8,0,,2
C-01762,control,2026-01-18,12,1,1.0,10
C-01763,control,2026-01-31,25,1,3.0,14
C-01764,control,2026-01-20,14,0,,4
C-01765,control,2026-01-15,9,0,,3
C-01766,control,2026-01-21,15,0,,2
C-01767,control,2026-01-12,6,1,1.0,4
C-01768,control,2026-01-22,16,0,,2
C-01769,control,2026-01-28,22,0,,2
C-01770,control,2026-01-31,25,0,,1
C-01771,control,2026-01-26,20,1,3.0,16
C-01772,control,2026-01-27,21,1,1.0,9
C-01773,control,2026-01-31,25,1,1.0,14
C-01774,control,2026-01-12,6,1,1.0,10
C-01775,control,2026-01-19,13,1,1.0,14
C-01776,control,2026-01-20,14,1,5.0,14
C-01777,control,2026-01-26,20,1,15.0,9
C-01778,control,2026-01-12,6,1,2.0,8
C-01779,control,2026-01-14,8,0,,5
C-01780,control,2026-01-24,18,0,,6
C-01781,control,2026-01-21,15,0,,5
C-01782,control,2026-01-13,7,0,,4
C-01783,control,2026-01-23,17,0,,1
C-01784,control,2026-02-01,26,0,,5
C-01785,control,2026-01-28,22,1,30.0,11
C-01786,control,2026-01-23,17,1,15.0,9
C-01787,control,2026-01-25,19,1,4.0,11
C-01788,control,2026-01-12,6,0,,2
C-01789,control,2026-01-08,2,0,,3
C-01790,control,2026-01-23,17,0,,1
C-01791,control,2026-02-01,26,0,,3
C-01792,control,2026-01-15,9,0,,3
C-01793,control,2026-01-12,6,0,,3
C-01794,control,2026-01-22,16,1,2.0,12
C-01795,control,2026-01-19,13,1,16.0,8
C-01796,control,2026-01-29,23,0,,1
C-01797,control,2026-01-08,2,0,,3
C-01798,control,2026-01-17,11,0,,3
C-01799,control,2026-02-02,27,0,,3
C-01800,control,2026-01-18,12,1,12.0,18
C-01801,control,2026-01-07,1,0,,5
C-01802,control,2026-01-08,2,0,,3
C-01803,control,2026-01-10,4,0,,3
C-01804,control,2026-01-16,10,0,,1
C-01805,control,2026-01-13,7,0,,2
C-01806,control,2026-01-31,25,1,5.0,9
C-01807,control,2026-01-28,22,0,,2
C-01808,control,2026-01-28,22,0,,4
C-01809,control,2026-01-17,11,0,,1
C-01810,control,2026-01-12,6,0,,1
C-01811,control,2026-01-20,14,1,4.0,13
C-01812,control,2026-01-29,23,0,,2
C-01813,control,2026-01-22,16,0,,2
C-01814,control,2026-01-09,3,0,,3
C-01815,control,2026-01-27,21,0,,2
C-01816,control,2026-01-30,24,0,,4
C-01817,control,2026-01-18,12,0,,5
C-01818,control,2026-01-23,17,0,,3
C-01819,control,2026-01-06,0,1,8.0,11
C-01820,control,2026-01-21,15,0,,4
C-01821,control,2026-01-18,12,1,8.0,6
C-01822,control,2026-01-15,9,0,,3
C-01823,control,2026-01-17,11,1,7.0,15
C-01824,control,2026-01-07,1,1,8.0,13
C-01825,control,2026-01-28,22,0,,2
C-01826,control,2026-01-08,2,1,1.0,7
C-01827,control,2026-01-15,9,0,,4
C-01828,control,2026-01-07,1,1,1.0,15
C-01829,control,2026-02-01,26,0,,2
C-01830,control,2026-01-28,22,0,,6
C-01831,control,2026-01-18,12,0,,5
C-01832,control,2026-01-18,12,1,4.0,11
C-01833,control,2026-01-23,17,0,,4
C-01834,control,2026-01-08,2,0,,3
C-01835,control,2026-02-01,26,1,6.0,10
C-01836,control,2026-01-12,6,1,13.0,11
C-01837,control,2026-01-19,13,0,,3
C-01838,control,2026-01-25,19,0,,1
C-01839,control,2026-01-22,16,0,,1
C-01840,control,2026-01-26,20,0,,2
C-01841,control,2026-01-17,11,0,,1
C-01842,control,2026-01-30,24,1,1.0,9
C-01843,control,2026-01-21,15,0,,4
C-01844,control,2026-01-29,23,1,2.0,6
C-01845,control,2026-01-17,11,0,,6
C-01846,control,2026-01-20,14,0,,5
C-01847,control,2026-01-30,24,0,,1
C-01848,control,2026-01-15,9,0,,6
C-01849,control,2026-01-30,24,1,1.0,17
C-01850,control,2026-01-12,6,1,3.0,14
C-01851,control,2026-01-25,19,0,,5
C-01852,control,2026-01-10,4,1,7.0,11
C-01853,control,2026-01-06,0,1,2.0,9
C-01854,control,2026-01-22,16,0,,4
C-01855,control,2026-01-08,2,1,14.0,9
C-01856,control,2026-01-18,12,0,,3
C-01857,control,2026-01-19,13,0,,3
C-01858,control,2026-01-29,23,1,3.0,11
C-01859,control,2026-01-23,17,0,,3
C-01860,control,2026-01-09,3,0,,4
C-01861,control,2026-01-23,17,1,1.0,8
C-01862,control,2026-01-10,4,0,,1
C-01863,control,2026-01-30,24,0,,2
C-01864,control,2026-01-21,15,1,10.0,4
C-01865,control,2026-01-06,0,0,,4
C-01866,control,2026-01-26,20,0,,4
C-01867,control,2026-01-19,13,1,1.0,11
C-01868,control,2026-01-20,14,0,,3
C-01869,control,2026-01-14,8,0,,2
C-01870,control,2026-01-20,14,1,11.0,10
C-01871,control,2026-01-22,16,1,12.0,13
C-01872,control,2026-01-30,24,0,,3
C-01873,control,2026-01-29,23,1,3.0,8
C-01874,control,2026-01-09,3,1,8.0,10
C-01875,control,2026-01-17,11,0,,6
C-01876,control,2026-02-01,26,0,,3
C-01877,control,2026-01-31,25,0,,4
C-01878,control,2026-01-10,4,1,1.0,8
C-01879,control,2026-01-10,4,0,,3
C-01880,control,2026-01-16,10,0,,3
C-01881,control,2026-02-02,27,1,4.0,11
C-01882,control,2026-01-11,5,1,4.0,12
C-01883,control,2026-01-12,6,0,,2
C-01884,control,2026-01-29,23,0,,2
C-01885,control,2026-01-19,13,0,,4
C-01886,control,2026-01-29,23,0,,3
C-01887,control,2026-01-16,10,0,,4
C-01888,control,2026-01-18,12,1,16.0,12
C-01889,control,2026-01-07,1,0,,6
C-01890,control,2026-01-30,24,0,,5
C-01891,control,2026-01-12,6,1,2.0,10
C-01892,control,2026-01-25,19,0,,3
C-01893,control,2026-01-09,3,0,,3
C-01894,control,2026-02-01,26,0,,4
C-01895,control,2026-01-13,7,0,,4
C-01896,control,2026-01-25,19,1,17.0,13
C-01897,control,2026-01-27,21,0,,1
C-01898,control,2026-01-26,20,0,,2
C-01899,control,2026-01-24,18,0,,3
C-01900,control,2026-01-18,12,1,7.0,10
C-01901,control,2026-01-19,13,0,,2
C-01902,control,2026-01-15,9,0,,5
C-01903,control,2026-01-16,10,0,,5
C-01904,control,2026-01-07,1,0,,4
C-01905,control,2026-01-30,24,0,,3
C-01906,control,2026-01-31,25,0,,3
C-01907,control,2026-01-14,8,0,,3
C-01908,control,2026-01-22,16,0,,4
C-01909,control,2026-01-31,25,1,7.0,5
C-01910,control,2026-01-08,2,0,,5
C-01911,control,2026-01-29,23,0,,5
C-01912,control,2026-01-11,5,0,,4
C-01913,control,2026-01-10,4,1,30.0,13
C-01914,control,2026-01-10,4,0,,3
C-01915,control,2026-01-27,21,1,12.0,16
C-01916,control,2026-01-20,14,1,3.0,12
C-01917,control,2026-01-28,22,0,,2
C-01918,control,2026-01-22,16,1,9.0,13
C-01919,control,2026-01-14,8,0,,4
C-01920,control,2026-01-08,2,0,,2
C-01921,control,2026-01-25,19,1,4.0,8
C-01922,control,2026-01-31,25,1,5.0,8
C-01923,control,2026-01-22,16,0,,4
C-01924,control,2026-02-01,26,0,,8
C-01925,control,2026-01-15,9,0,,1
C-01926,control,2026-01-08,2,1,4.0,14
C-01927,control,2026-01-23,17,0,,4
C-01928,control,2026-01-23,17,0,,1
C-01929,control,2026-01-22,16,0,,2
C-01930,control,2026-01-29,23,0,,2
C-01931,control,2026-01-08,2,1,7.0,8
C-01932,control,2026-01-08,2,0,,4
C-01933,control,2026-01-11,5,1,1.0,9
C-01934,control,2026-01-18,12,0,,2
C-01935,control,2026-01-29,23,1,2.0,12
C-01936,control,2026-01-20,14,0,,5
C-01937,control,2026-01-30,24,0,,3
C-01938,control,2026-01-14,8,0,,3
C-01939,control,2026-01-09,3,0,,2
C-01940,control,2026-01-19,13,0,,5
C-01941,control,2026-01-10,4,1,2.0,11
C-01942,control,2026-01-07,1,0,,2
C-01943,control,2026-01-16,10,0,,3
C-01944,control,2026-01-14,8,0,,1
C-01945,control,2026-01-29,23,0,,2
C-01946,control,2026-01-08,2,0,,1
C-01947,control,2026-02-01,26,1,15.0,7
C-01948,control,2026-02-02,27,1,1.0,9
C-01949,control,2026-01-14,8,0,,4
C-01950,control,2026-01-08,2,0,,4
C-01951,control,2026-01-30,24,0,,5
C-01952,control,2026-01-07,1,0,,2
C-01953,control,2026-01-17,11,0,,1
C-01954,control,2026-01-15,9,1,10.0,11
C-01955,control,2026-01-14,8,0,,2
C-01956,control,2026-01-20,14,0,,3
C-01957,control,2026-01-13,7,1,9.0,8
C-01958,control,2026-01-30,24,0,,4
C-01959,control,2026-01-10,4,1,4.0,11
C-01960,control,2026-01-16,10,0,,2
C-01961,control,2026-02-01,26,0,,5
C-01962,control,2026-01-07,1,1,7.0,12
C-01963,control,2026-01-29,23,1,3.0,13
C-01964,control,2026-02-02,27,1,21.0,8
C-01965,control,2026-01-20,14,0,,6
C-01966,control,2026-01-11,5,1,8.0,12
C-01967,control,2026-01-13,7,0,,4
C-01968,control,2026-02-01,26,1,2.0,11
